startdat,enddate,aex1_1,aex1_2,aex1_3,aex1_4,aex1_5,aex1_6,aex1_7,aex1_8,aex1_9,aex1_9_t,aex1_10,aex1_11,aex2,aex3,complete,qflag,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,ppreg9,sstno,partyid4,ind1,ppcm0006,pprent_n,ppcm0166,urb_sub_,msc,ppracem,core_par,weights
9/17/2021 17:56:24,9/17/2021 19:29:32,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,39,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,WI,3,1,East-North Central,70,Something else,"Administrative and Support Services (such as Call Centers, Security, Landscaping, and Janitorial)",You do all of it,Owned by you or someone in your household with a mortgage or loan,1000-2499,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,Yes,1.2070171
9/19/2021 7:51:38,9/19/2021 9:47:40,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,Yes,qualified,1,72,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Non-metro area,Northeast,Owned or being bought by you or someone in,Not working,VT,2,0,New England,70,Republican,Not asked,You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Rural,Not in an MSA,White,No,.827659
9/17/2021 20:08:07,9/17/2021 20:23:39,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Not very concerned,No,qualified,1,60,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,KS,3,0,West-North Central,70,Independent,Not asked,You do about half of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Rural,Inside a suburban county of the MSA,White,No,.9733119
9/17/2021 19:57:51,9/17/2021 20:05:16,Not selected,Not selected,Dodo birds,Not selected,Not selected,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,Yes,qualified,1,23,Bachelor or higher,Bachelor’s degree,"Other, Non-Hispanic",Female,4,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,West,Owned or being bought by you or someone in,Working full-time,OR,4,0,Pacific,70,Independent,"Finance, Banking, and Insurance",Someone else does all of it,Owned by you or someone in your household with a mortgage or loan,10-24,Rural,Outside the center city of an MSA but inside the county containing the center city,Asian,No,1.3957952
9/18/2021 18:10:52,9/18/2021 18:32:57,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not very concerned,I’m not sure,qualified,1,74,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,MN,2,0,West-North Central,70,Independent,Not asked,You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.8714139
9/18/2021 14:58:09,9/18/2021 15:09:46,Dinosaurs,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,I’m not sure,qualified,1,82,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$50,000 to $74,999",Now married,Non-metro area,South,Owned or being bought by you or someone in,Not working,TN,3,0,East-South Central,70,Democrat,Not asked,"Someone else does most of it, you do some of it",Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Urban,Not in an MSA,White,No,.7537882
9/18/2021 19:22:51,9/18/2021 19:33:55,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Very concerned,I’m not sure,qualified,1,37,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,Building with 2 or more apartments,"$25,000 to $49,999",Divorced,Metro area,South,Rented for cash,Working full-time,TN,2,0,East-South Central,70,Republican,"Information (including Publishing, Media, Telecom, Internet Search, and Social Networking)",You do all of it,Rented,1000-2499,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.8870795
9/17/2021 17:52:07,9/17/2021 18:15:22,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,I don’t know,No,qualified,1,54,HS,High school graduate (high school diploma or the equivalent GED),"Black or African American, Non-Hispanic",Male,1,One-family condo or townhouse attached to other units,"$25,000 to $49,999",Divorced,Metro area,West,Rented for cash,Working full-time,CA,1,0,Pacific,70,Independent,"Factory, Manufacturing, and Woodworking",You do all of it,Rented,250-499,Urban,In the center city of an MSA,Black or African American,No,1.014933
9/18/2021 19:49:59,9/18/2021 20:10:33,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,52,Bachelor or higher,Master’s degree or above,"Black or African American, Non-Hispanic",Female,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,MD,3,0,South Atlantic,70,Democrat,Armed Forces,"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,5000+,Suburban,Inside a suburban county of the MSA,Black or African American,No,.9746361
9/18/2021 14:23:40,9/18/2021 14:43:46,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,Yes,qualified,1,90,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,PA,2,0,Mid-Atlantic,70,Republican,Not asked,You do about half of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Suburban,Inside a suburban county of the MSA,White,No,.9209254
9/17/2021 17:51:18,9/17/2021 18:04:45,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,No,qualified,1,74,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,MI,2,0,East-North Central,70,Something else,Not asked,You do about half of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Rural,Outside the center city of an MSA but inside the county containing the center city,White,No,.7340147
9/18/2021 0:51:27,9/18/2021 1:12:38,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Very concerned,No,qualified,1,66,Less than HS,No high school diploma or GED,"2+ races, Non-Hispanic",Female,2,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Never married,Metro area,South,Owned or being bought by you or someone in,Not working,FL,2,0,South Atlantic,70,Republican,Not asked,You do about half of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Rural,Outside the center city of an MSA but inside the county containing the center city,2+ races,No,1.0941706
9/19/2021 7:22:48,9/19/2021 7:34:55,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,Yes,qualified,1,66,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,TX,2,0,West-South Central,70,Republican,Not asked,You do all of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Rural,Inside a suburban county of the MSA,White,No,.7385939
9/17/2021 18:07:48,9/17/2021 18:32:28,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,Yes,qualified,1,60,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,KY,2,0,East-South Central,70,Republican,"Health Care (including Elder Care, Home Health Care)",You do about half of it,Owned by you or someone in your household with a mortgage or loan,5000+,Rural,Inside a suburban county of the MSA,White,No,.9708248
9/17/2021 20:17:45,9/17/2021 20:25:43,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Not at all concerned,No,qualified,1,64,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family condo or townhouse attached to other units,"$75,000 to $99,999",Divorced,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,IL,2,0,East-North Central,70,Republican,"Finance, Banking, and Insurance",You do most of it,Owned by you or someone in your household with a mortgage or loan,100-249,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.8193014
9/17/2021 20:39:53,9/17/2021 20:53:17,Not selected,Not selected,Not selected,Not selected,Not selected,Tasmanian Tigers,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Very concerned,I’m not sure,qualified,1,46,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,One-family condo or townhouse attached to other units,"$150,000 or more",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,IL,2,2,East-North Central,70,Republican,"Factory, Manufacturing, and Woodworking",You do about half of it,Owned by you or someone in your household with a mortgage or loan,5000+,Urban,In the center city of an MSA,White,Yes,.66502
9/18/2021 3:24:38,9/18/2021 3:42:11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,No,qualified,1,53,HS,High school graduate (high school diploma or the equivalent GED),Hispanic,Female,4,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,CA,4,0,Pacific,70,Republican,Not asked,"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,American Indian or Alaska Native,No,1.1992973
9/17/2021 17:12:54,9/17/2021 17:36:07,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,I don’t know,No,qualified,1,69,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working part-time,LA,2,0,West-South Central,70,Democrat,"Delivery Services, Warehousing, and Transportation (including Air, Rail, Water, Truck, and Passenger)",You do about half of it,Owned by you or someone in your household free and clear (without a mortgage or loan),1000-2499,Suburban,In the center city of an MSA,Black or African American,No,1.3202595
9/18/2021 10:29:10,9/18/2021 10:43:23,Dinosaurs,Woolly Mammoths,Dodo birds,Mastodon,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Very concerned,Yes,qualified,1,54,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,IN,3,0,East-North Central,70,Independent,Not asked,You do about half of it,Rented,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.8643811
9/18/2021 4:43:03,9/18/2021 4:55:40,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Very concerned,I’m not sure,qualified,1,60,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working part-time,CT,4,0,New England,70,Independent,Community/Non-Profit Organizations (including Religious and Political Organizations),You do most of it,Owned by you or someone in your household free and clear (without a mortgage or loan),10-24,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.8870665
9/17/2021 19:47:06,9/17/2021 19:56:21,Dinosaurs,Woolly Mammoths,Dodo birds,Mastodon,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Not at all concerned,No,qualified,1,31,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,South,Rented for cash,Working full-time,TN,1,0,East-South Central,70,Independent,"Arts, Entertainment, and Recreation",You do all of it,Rented,Only me,Rural,Inside a suburban county of the MSA,White,No,.9334009
9/18/2021 13:19:15,9/18/2021 14:04:39,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,I don’t know,No,qualified,1,90,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,Building with 2 or more apartments,"$75,000 to $99,999",Widowed,Metro area,South,Rented for cash,Not working,NC,1,0,South Atlantic,70,Republican,Not asked,You do all of it,Rented,Not asked,Urban,In the center city of an MSA,White,No,.5706587
9/17/2021 18:43:44,9/17/2021 18:57:53,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,74,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,OH,2,0,East-North Central,70,Republican,Not asked,Someone else does all of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Inside a suburban county of the MSA,White,No,.7615255
9/18/2021 19:28:50,9/18/2021 19:38:11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Very concerned,Yes,qualified,1,53,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,"Other (mobile home, boat, RV, van, etc.)","$75,000 to $99,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,FL,2,0,South Atlantic,70,Republican,Not asked,You do all of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Rural,Inside a suburban county of the MSA,White,No,.631816
9/19/2021 8:00:34,9/19/2021 8:20:08,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not at all concerned,No,qualified,1,60,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Rented for cash,Working full-time,FL,1,0,South Atlantic,70,Republican,"Finance, Banking, and Insurance",You do all of it,Rented,5000+,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,Missing information in HH Roster,.697192
9/17/2021 21:17:51,9/17/2021 21:46:19,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Very concerned,Yes,qualified,1,76,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$150,000 or more",Now married,Non-metro area,Northeast,Owned or being bought by you or someone in,Working part-time,NY,4,0,Mid-Atlantic,70,Democrat,"Farming/Agriculture, Forestry, Fishing and Hunting, and Animal Production",You do most of it,Owned by you or someone in your household free and clear (without a mortgage or loan),2-9,Rural,Not in an MSA,White,No,.8105462
9/17/2021 17:41:18,9/17/2021 17:51:18,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,62,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,GA,3,0,South Atlantic,70,Something else,Not asked,You do about half of it,Owned by you or someone in your household free and clear (without a mortgage or loan),Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.8289015
9/18/2021 5:32:37,9/18/2021 5:46:13,Not selected,Woolly Mammoths,Dodo birds,Not selected,Not selected,Not selected,Not selected,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Not at all concerned,I’m not sure,qualified,1,45,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,1,Building with 2 or more apartments,"$10,000 to $24,999",Never married,Metro area,West,Rented for cash,Not working,WA,1,0,Pacific,70,Republican,Not asked,You do all of it,Rented,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.8588089
9/19/2021 10:56:55,9/19/2021 12:05:38,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Not very concerned,I’m not sure,qualified,1,27,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,KS,2,1,West-North Central,70,Independent,Construction and Specialty Contractors (such as Plumbing and Electrical),You do about half of it,Owned by you or someone in your household with a mortgage or loan,50-99,Rural,Outside the center city of an MSA but inside the county containing the center city,White,Yes,1.0152408
9/18/2021 13:20:26,9/18/2021 13:30:25,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not at all concerned,I’m not sure,qualified,1,50,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Male,2,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Now married,Non-metro area,South,Owned or being bought by you or someone in,Working full-time,NC,2,0,South Atlantic,70,Republican,"Administrative and Support Services (such as Call Centers, Security, Landscaping, and Janitorial)",You do about half of it,Owned by you or someone in your household free and clear (without a mortgage or loan),50-99,Rural,Not in an MSA,White,No,1.185137
9/17/2021 18:12:46,9/17/2021 19:48:22,Not selected,Not selected,Not selected,Not selected,Saber-Toothed Tigers,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,I’m not sure,qualified,1,34,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,3,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,WI,2,1,East-North Central,70,Democrat,Not asked,You do about half of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Rural,Inside a suburban county of the MSA,White,Yes,1.0598465
9/18/2021 8:22:07,9/18/2021 8:36:29,Not selected,Woolly Mammoths,Dodo birds,Mastodon,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,Yes,qualified,1,58,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,"Other (mobile home, boat, RV, van, etc.)","$75,000 to $99,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TX,2,0,West-South Central,70,Republican,"Factory, Manufacturing, and Woodworking","Someone else does most of it, you do some of it",Owned by you or someone in your household free and clear (without a mortgage or loan),5000+,Rural,Inside a suburban county of the MSA,White,No,.611761
9/19/2021 7:30:38,9/19/2021 7:35:47,Not selected,Not selected,Not selected,Not selected,Not selected,Tasmanian Tigers,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,No,qualified,1,18,HS,High school graduate (high school diploma or the equivalent GED),"Black or African American, Non-Hispanic",Male,5,One-family condo or townhouse attached to other units,"Under $10,000",Never married,Metro area,Midwest,Rented for cash,Not working,MI,2,3,East-North Central,70,Democrat,Not asked,"Someone else does most of it, you do some of it",Rented,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,Black or African American,No,1.7253008
9/19/2021 7:12:31,9/19/2021 7:26:11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,40,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,4,Building with 2 or more apartments,"$100,000 to $149,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NY,2,2,Mid-Atlantic,70,Something else,Education and Tutoring,You do all of it,Owned by you or someone in your household free and clear (without a mortgage or loan),5000+,Urban,In the center city of an MSA,White,Yes,.923099
9/17/2021 17:53:37,9/17/2021 18:03:59,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,50,HS,High school graduate (high school diploma or the equivalent GED),Hispanic,Female,2,One-family condo or townhouse attached to other units,"$25,000 to $49,999",Now married,Non-metro area,Northeast,Rented for cash,Not working,NY,2,0,Mid-Atlantic,70,Something else,Not asked,You do most of it,Rented,Not asked,Urban,Not in an MSA,2+ races,No,1.3059835
9/19/2021 11:28:21,9/19/2021 11:39:15,Not selected,Woolly Mammoths,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,Yes,qualified,1,35,Bachelor or higher,Bachelor’s degree,Hispanic,Female,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,CT,2,1,New England,70,Something else,Not asked,You do most of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,Yes,1.5585879
9/18/2021 12:34:44,9/18/2021 12:55:10,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,No,qualified,1,75,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,Building with 2 or more apartments,"$10,000 to $24,999",Divorced,Metro area,Midwest,Occupied without payment of cash rent,Not working,IL,1,1,East-North Central,70,Independent,Not asked,You do all of it,Occupied without payment of rent,Not asked,Suburban,Inside a suburban county of the MSA,White,No,.9522488
9/17/2021 17:31:14,9/17/2021 17:39:53,Dinosaurs,Woolly Mammoths,Dodo birds,Mastodon,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,I don’t know,I’m not sure,qualified,1,32,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,4,One-family condo or townhouse attached to other units,"$25,000 to $49,999",Now married,Metro area,West,Rented for cash,Not working,CA,2,2,Pacific,70,Independent,Not asked,You do all of it,Rented,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,Yes,1.1173885
9/18/2021 9:25:04,9/18/2021 10:08:57,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,43,Bachelor or higher,Bachelor’s degree,Hispanic,Female,or more,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working part-time,FL,or more,0,South Atlantic,70,Independent,"Health Care (including Elder Care, Home Health Care)",You do about half of it,Owned by you or someone in your household with a mortgage or loan,2500-5000,Suburban,Inside a suburban county of the MSA,White,No,1.2500073
9/18/2021 21:33:35,9/18/2021 21:47:19,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,47,Bachelor or higher,Bachelor’s degree,Hispanic,Female,4,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TX,3,1,West-South Central,70,Republican,Education and Tutoring,You do about half of it,Owned by you or someone in your household with a mortgage or loan,1000-2499,Urban,In the center city of an MSA,White,Yes,.9637231
9/18/2021 8:08:45,9/18/2021 9:59:20,Not selected,Not selected,Not selected,Not selected,Saber-Toothed Tigers,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not very concerned,Yes,qualified,1,58,Bachelor or higher,Bachelor’s degree,"Other, Non-Hispanic",Male,2,One-family house detached from any other house,"$75,000 to $99,999",Divorced,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,2,0,Pacific,70,Republican,Education and Tutoring,You do all of it,Owned by you or someone in your household with a mortgage or loan,2500-5000,Urban,In the center city of an MSA,Asian,No,.99071
9/18/2021 13:22:22,9/18/2021 13:34:13,Not selected,Woolly Mammoths,Not selected,Not selected,Saber-Toothed Tigers,Not selected,Not selected,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,No,qualified,1,39,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,IL,3,0,East-North Central,70,Republican,Retail/Stores/Shopping (including Online Retail),You do most of it,Owned by you or someone in your household free and clear (without a mortgage or loan),100-249,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,.7581595
9/17/2021 18:20:56,9/17/2021 18:36:49,Not selected,Not selected,Dodo birds,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not very concerned,No,qualified,1,69,Less than HS,No high school diploma or GED,Hispanic,Male,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working part-time,NV,2,0,Mountain,70,Republican,"Arts, Entertainment, and Recreation",You do most of it,Owned by you or someone in your household with a mortgage or loan,2500-5000,Urban,In the center city of an MSA,2+ races,No,1.7862898
9/18/2021 19:26:03,9/18/2021 19:54:26,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,49,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TN,2,0,East-South Central,70,Something else,"Finance, Banking, and Insurance",You do most of it,Owned by you or someone in your household with a mortgage or loan,500-999,Suburban,Inside a suburban county of the MSA,White,No,.7361327
9/17/2021 17:18:02,9/17/2021 17:24:22,Dinosaurs,Woolly Mammoths,Dodo birds,Mastodon,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,Yes,qualified,1,37,Bachelor or higher,Master’s degree or above,"Black or African American, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,OR,2,0,Pacific,70,Democrat,"Professional, Scientific, Technical, and Business Services",You do most of it,Owned by you or someone in your household with a mortgage or loan,5000+,Suburban,Outside the center city of an MSA but inside the county containing the center city,Black or African American,No,1.076811
